Timestamp,Faces,Eyes,Driver_State,FCW_State,System_State,FPS,CPU_Usage
2026-05-11 22:44:24.459652,1,0,EYES_CLOSED,SAFE,SAFE,3.95,50.5
2026-05-11 22:44:24.730362,1,0,EYES_CLOSED,SAFE,SAFE,3.62,45.9
2026-05-11 22:44:25.009895,1,0,EYES_CLOSED,SAFE,SAFE,3.69,45.4
2026-05-11 22:44:25.262896,1,0,EYES_CLOSED,SAFE,SAFE,3.57,44.1
2026-05-11 22:44:25.536708,1,0,EYES_CLOSED,SAFE,SAFE,3.96,48.0
2026-05-11 22:44:25.826827,1,0,EYES_CLOSED,SAFE,SAFE,3.65,44.5
2026-05-11 22:44:26.078846,1,0,EYES_CLOSED,SAFE,SAFE,3.45,40.7
2026-05-11 22:44:26.352507,1,0,EYES_CLOSED,SAFE,SAFE,3.96,48.5
2026-05-11 22:44:26.644517,1,0,DROWSY,SAFE,DANGER,3.66,41.8
2026-05-11 22:44:26.900865,1,1,ALERT,SAFE,SAFE,3.42,42.2
2026-05-11 22:44:27.173966,1,0,EYES_CLOSED,SAFE,SAFE,3.9,48.0
2026-05-11 22:44:27.436779,1,1,ALERT,SAFE,SAFE,3.66,44.9
2026-05-11 22:44:27.694581,1,0,EYES_CLOSED,SAFE,SAFE,3.8,46.2
2026-05-11 22:44:27.979174,1,0,EYES_CLOSED,SAFE,SAFE,3.88,46.5
2026-05-11 22:44:28.245250,1,0,EYES_CLOSED,SAFE,SAFE,3.51,43.4
2026-05-11 22:44:28.518026,1,0,EYES_CLOSED,SAFE,SAFE,3.76,48.1
2026-05-11 22:44:28.805936,1,1,ALERT,SAFE,SAFE,3.67,43.9
2026-05-11 22:44:29.076818,1,1,ALERT,SAFE,SAFE,3.47,43.5
2026-05-11 22:44:29.339675,1,1,ALERT,SAFE,SAFE,3.69,45.7
2026-05-11 22:44:29.615226,1,1,ALERT,SAFE,SAFE,3.8,48.1
2026-05-11 22:44:29.899294,1,1,ALERT,SAFE,SAFE,3.63,45.0
2026-05-11 22:44:30.179145,1,1,ALERT,SAFE,SAFE,3.4,43.2
2026-05-11 22:44:30.474999,1,0,EYES_CLOSED,SAFE,SAFE,3.7,46.7
2026-05-11 22:44:30.746888,1,0,EYES_CLOSED,SAFE,SAFE,3.38,41.0
2026-05-11 22:44:31.013173,1,0,EYES_CLOSED,SAFE,SAFE,3.68,44.9
2026-05-11 22:44:31.287739,1,0,EYES_CLOSED,SAFE,SAFE,3.76,45.3
2026-05-11 22:44:31.580756,1,0,EYES_CLOSED,SAFE,SAFE,3.64,44.9
2026-05-11 22:44:31.838309,1,0,EYES_CLOSED,SAFE,SAFE,3.41,42.7
2026-05-11 22:44:32.103430,1,0,EYES_CLOSED,SAFE,SAFE,3.88,47.1
2026-05-11 22:44:32.397557,1,0,EYES_CLOSED,SAFE,SAFE,3.77,46.2
2026-05-11 22:44:32.676496,1,0,DROWSY,SAFE,DANGER,3.4,43.6
2026-05-11 22:44:32.996103,1,0,DROWSY,SAFE,DANGER,3.58,44.6
2026-05-11 22:44:33.279696,1,1,ALERT,SAFE,SAFE,3.13,46.5
2026-05-11 22:44:33.559844,1,0,EYES_CLOSED,SAFE,SAFE,3.53,43.6
2026-05-11 22:44:33.819251,1,0,EYES_CLOSED,SAFE,SAFE,3.57,43.7
2026-05-11 22:44:34.080823,1,0,EYES_CLOSED,WARNING,WARNING,3.85,48.1
2026-05-11 22:44:34.359413,1,0,EYES_CLOSED,WARNING,WARNING,3.82,48.6
2026-05-11 22:44:34.629239,1,0,EYES_CLOSED,SAFE,SAFE,3.59,43.1
2026-05-11 22:44:34.913876,1,0,EYES_CLOSED,SAFE,SAFE,3.71,45.8
2026-05-11 22:44:35.197381,1,0,EYES_CLOSED,SAFE,SAFE,3.51,42.5
2026-05-11 22:44:35.476077,1,0,EYES_CLOSED,SAFE,SAFE,3.53,43.7
2026-05-11 22:44:35.744596,1,0,DROWSY,SAFE,DANGER,3.59,43.2
2026-05-11 22:44:36.030963,1,0,DROWSY,SAFE,DANGER,3.72,45.8
2026-05-11 22:44:36.294581,1,0,DROWSY,SAFE,DANGER,3.49,42.0
2026-05-11 22:44:36.574449,1,0,DROWSY,SAFE,DANGER,3.79,46.2
2026-05-11 22:44:36.833137,1,0,DROWSY,SAFE,DANGER,3.57,42.2
2026-05-11 22:44:37.092368,1,0,DROWSY,SAFE,DANGER,3.87,45.1
2026-05-11 22:44:37.361952,1,0,DROWSY,SAFE,DANGER,3.86,46.6
2026-05-11 22:44:37.654702,1,1,ALERT,SAFE,SAFE,3.71,45.8
2026-05-11 22:44:37.959549,1,1,ALERT,SAFE,SAFE,3.42,43.1
2026-05-11 22:44:38.235807,1,1,ALERT,SAFE,SAFE,3.28,48.8
2026-05-11 22:44:38.539335,1,1,ALERT,SAFE,SAFE,3.5,46.1
2026-05-11 22:44:38.839776,1,1,ALERT,SAFE,SAFE,3.4,42.6
2026-05-11 22:44:39.117497,1,1,ALERT,SAFE,SAFE,3.33,42.5
2026-05-11 22:44:39.380688,1,0,EYES_CLOSED,SAFE,SAFE,3.6,45.5
2026-05-11 22:44:39.663748,1,0,EYES_CLOSED,SAFE,SAFE,3.8,47.1
2026-05-11 22:44:39.931772,1,0,EYES_CLOSED,SAFE,SAFE,3.53,43.4
2026-05-11 22:44:40.212835,1,0,EYES_CLOSED,SAFE,SAFE,3.73,45.8
2026-05-11 22:44:40.495259,1,0,EYES_CLOSED,SAFE,SAFE,3.56,44.6
2026-05-11 22:44:40.781200,1,0,EYES_CLOSED,SAFE,SAFE,3.54,42.3
2026-05-11 22:44:41.035529,1,0,EYES_CLOSED,SAFE,SAFE,3.5,42.5
2026-05-11 22:44:41.308568,1,0,EYES_CLOSED,SAFE,SAFE,3.93,47.5
2026-05-11 22:44:41.589442,1,0,DROWSY,SAFE,DANGER,3.66,44.9
2026-05-11 22:44:41.845642,1,0,DROWSY,SAFE,DANGER,3.56,41.8
2026-05-11 22:44:42.122457,1,0,DROWSY,SAFE,DANGER,3.9,46.5
2026-05-11 22:44:42.397864,1,0,DROWSY,SAFE,DANGER,3.61,44.5
2026-05-11 22:44:42.655189,1,0,DROWSY,SAFE,DANGER,3.63,43.6
2026-05-11 22:44:42.929670,1,0,DROWSY,SAFE,DANGER,3.89,45.5
2026-05-11 22:44:43.211221,1,0,DROWSY,SAFE,DANGER,3.64,42.6
2026-05-11 22:44:43.471750,1,0,DROWSY,SAFE,DANGER,3.55,45.9
2026-05-11 22:44:43.718423,1,0,DROWSY,SAFE,DANGER,3.84,46.2
2026-05-11 22:44:44.000811,1,0,DROWSY,SAFE,DANGER,4.05,48.5
2026-05-11 22:44:44.266596,1,0,DROWSY,SAFE,DANGER,3.54,42.5
2026-05-11 22:44:44.516810,1,0,DROWSY,SAFE,DANGER,3.76,44.2
2026-05-11 22:44:44.768024,1,0,DROWSY,SAFE,DANGER,4.0,47.0
2026-05-11 22:44:45.043944,1,0,DROWSY,SAFE,DANGER,3.97,46.5
2026-05-11 22:44:45.318976,1,0,DROWSY,SAFE,DANGER,3.63,45.5
2026-05-11 22:44:45.603575,1,0,DROWSY,SAFE,DANGER,3.64,45.0
2026-05-11 22:44:45.871318,1,1,ALERT,SAFE,SAFE,3.51,43.9
2026-05-11 22:44:46.161309,1,1,ALERT,SAFE,SAFE,3.73,45.3
2026-05-11 22:44:46.439709,1,1,ALERT,SAFE,SAFE,3.45,44.0
2026-05-11 22:44:46.743826,1,1,ALERT,SAFE,SAFE,3.47,44.7
2026-05-11 22:44:47.018900,1,1,ALERT,SAFE,SAFE,3.4,42.6
2026-05-11 22:44:47.296733,1,0,EYES_CLOSED,SAFE,SAFE,3.64,45.4
2026-05-11 22:44:47.560798,1,2,ALERT,SAFE,SAFE,3.6,45.9
2026-05-11 22:44:47.836676,1,0,EYES_CLOSED,SAFE,SAFE,3.79,46.7
2026-05-11 22:44:48.107101,1,1,ALERT,SAFE,SAFE,3.62,45.4
2026-05-11 22:44:48.439062,1,1,ALERT,WARNING,WARNING,3.7,45.8
2026-05-11 22:44:48.716989,1,0,EYES_CLOSED,WARNING,WARNING,3.01,49.6
2026-05-11 22:44:49.011149,1,1,ALERT,WARNING,WARNING,3.6,45.0
2026-05-11 22:44:49.292385,1,0,EYES_CLOSED,WARNING,WARNING,3.4,42.2
2026-05-11 22:44:49.576044,1,1,ALERT,WARNING,WARNING,3.56,44.1
2026-05-11 22:44:49.854653,1,1,ALERT,WARNING,WARNING,3.52,44.2
2026-05-11 22:44:50.126693,1,1,ALERT,WARNING,WARNING,3.6,45.0
2026-05-11 22:44:50.414184,1,1,ALERT,WARNING,WARNING,3.68,45.9
2026-05-11 22:44:50.688339,1,1,ALERT,WARNING,WARNING,3.48,43.4
2026-05-11 22:44:50.968058,1,0,EYES_CLOSED,WARNING,WARNING,3.65,44.4
2026-05-11 22:44:51.235349,1,0,EYES_CLOSED,WARNING,WARNING,3.57,42.9
2026-05-11 22:44:51.514907,1,0,EYES_CLOSED,WARNING,WARNING,3.74,48.1
2026-05-11 22:44:51.777783,1,0,EYES_CLOSED,WARNING,WARNING,3.58,45.9
2026-05-11 22:44:52.072173,1,1,ALERT,DANGER,DANGER,3.8,47.6
2026-05-11 22:44:52.351430,1,1,ALERT,DANGER,DANGER,3.4,43.6
2026-05-11 22:44:52.622139,1,0,EYES_CLOSED,DANGER,DANGER,3.58,44.6
2026-05-11 22:44:52.897694,1,0,EYES_CLOSED,DANGER,DANGER,3.69,45.4
2026-05-11 22:44:53.168596,1,0,EYES_CLOSED,DANGER,DANGER,3.63,43.5
2026-05-11 22:44:53.436245,1,0,EYES_CLOSED,DANGER,DANGER,3.69,47.2
2026-05-11 22:44:53.711792,1,0,EYES_CLOSED,DANGER,DANGER,3.74,43.0
2026-05-11 22:44:53.972075,1,0,EYES_CLOSED,DANGER,DANGER,3.63,45.0
2026-05-11 22:44:54.240107,1,0,EYES_CLOSED,DANGER,DANGER,3.84,45.6
2026-05-11 22:44:54.529297,1,0,EYES_CLOSED,DANGER,DANGER,3.73,45.7
2026-05-11 22:44:54.824589,1,1,ALERT,DANGER,DANGER,3.46,42.6
2026-05-11 22:44:55.118095,1,1,ALERT,SAFE,SAFE,3.28,42.5
2026-05-11 22:44:55.393483,1,1,ALERT,SAFE,SAFE,3.52,43.2
2026-05-11 22:44:55.671143,1,0,EYES_CLOSED,SAFE,SAFE,3.63,47.3
